postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
2320,34044.12,29336.30,0.07,0.07,0.08,0.09,0.06,0.07,0.08,0.08,0.07,0.06,0.05,0.06,0.05,0.04,0.04,0.02,0.02,0.02,"2,171","2,120","3,989",802,212,"1,884","1,680","14,954","2,777","3,400",6.6
2321,14334.58,10625.74,0.07,0.07,0.06,0.05,0.05,0.07,0.08,0.07,0.06,0.06,0.09,0.07,0.05,0.05,0.06,0.02,0.01,0.02,,881,"1,670",,"2,318","1,244","1,934","5,324",580,383,6.3
2322,19853.77,17079.56,0.07,0.07,0.06,0.06,0.05,0.09,0.05,0.05,0.08,0.06,0.07,0.06,0.05,0.04,0.07,0.03,0.03,0.01,"3,694","4,104","2,605",674,344,"4,874",724,867,"1,398",548,4.2
2323,28227.95,24782.44,0.07,0.08,0.06,0.05,0.07,0.05,0.06,0.06,0.06,0.08,0.06,0.07,0.07,0.07,0.03,0.02,0.01,0.02,"2,056","3,272","3,961","4,135","4,877","1,897","1,106","2,768","2,942","1,213",5.0
2324,25316.28,22654.80,0.06,0.06,0.05,0.07,0.07,0.06,0.05,0.04,0.07,0.05,0.06,0.06,0.07,0.07,0.07,0.04,0.03,0.02,"6,114","4,610","3,368","3,241",889,"1,319","3,371","1,472",930,,3.7
2325,28998.10,26006.68,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.05,0.07,0.07,0.03,0.06,0.07,0.06,0.04,0.03,0.02,0.03,"7,281","7,776","4,951","1,611","2,869","1,092","2,118",342,,183,2.9
2326,7390.27,7049.00,0.06,0.05,0.06,0.06,0.03,0.06,0.08,0.07,0.05,0.05,0.13,0.09,0.06,0.07,0.06,0.02,0.01,0.02,"3,523","2,221",302,555,,117,313,325,,,2.2
2327,8129.53,7436.00,0.05,0.05,0.06,0.06,0.04,0.06,0.07,0.07,0.04,0.05,0.13,0.08,0.06,0.06,0.06,0.03,0.02,0.02,"3,647","3,370","1,113",,,,,,,,1.7
2328,2789.32,2442.00,0.06,0.10,0.07,0.06,0.10,0.09,0.05,0.09,0.03,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.04,0.03,,453,"1,193",50,336,283,474,,,,4.1
2329,2047.13,1994.63,0.07,0.04,0.06,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.08,0.06,0.07,0.06,0.05,0.03,0.02,538,422,,833,,254,,,,,3.0
2330,22453.07,20382.00,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.02,0.02,"2,086",440,940,"4,582","3,316","2,657","2,457","4,276","1,698",,5.5
2331,216.01,211.00,0.04,0.05,0.04,0.16,0.17,0.08,0.04,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.02,0.02,0.00,0.00,,,,,,,216,,,,7.0
2333,14716.31,13256.80,0.08,0.07,0.07,0.06,0.06,0.08,0.08,0.06,0.07,0.07,0.08,0.06,0.06,0.04,0.03,0.02,0.01,0.01,"1,714","2,005","1,782","2,129","1,192","2,676","1,639","1,202",356,,4.5
2334,2661.06,2553.00,0.13,0.13,0.06,0.08,0.08,0.05,0.08,0.10,0.05,0.05,0.03,0.03,0.04,0.05,0.02,0.01,0.01,0.01,,534,"1,682",,366,79,,,,,3.2
2335,6182.55,5678.07,0.11,0.12,0.07,0.07,0.06,0.04,0.07,0.10,0.06,0.05,0.06,0.05,0.05,0.04,0.02,0.01,0.01,0.01,,,712,787,"1,073","1,677",765,551,618,,5.8
2336,3308.83,2449.00,0.07,0.04,0.06,0.06,0.09,0.06,0.07,0.07,0.05,0.07,0.07,0.07,0.07,0.05,0.05,0.03,0.02,0.02,,"1,183",,"1,384",,341,301,101,,,3.9
2337,8461.24,7849.11,0.07,0.10,0.08,0.06,0.04,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.03,0.02,0.03,515,"1,328","1,687",186,"1,326","1,169",455,979,816,,4.8
2338,1342.40,1359.14,0.05,0.03,0.04,0.06,0.06,0.06,0.05,0.05,0.05,0.07,0.06,0.08,0.07,0.09,0.06,0.05,0.03,0.03,439,414,32,,313,144,,,,,2.8
2339,941.20,715.00,0.08,0.07,0.08,0.05,0.04,0.04,0.04,0.07,0.06,0.06,0.07,0.10,0.08,0.07,0.04,0.04,0.01,0.01,,575,,,290,77,,,,,3.2
2340,51355.08,45764.96,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.02,"9,416","6,420","4,691","6,344","5,826","3,830","3,988","7,885","2,441",,4.4
2341,1464.66,1615.00,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.04,0.06,0.06,0.06,0.08,0.08,0.07,0.05,0.04,0.03,"1,285",,,,,180,,,,,1.6
2342,569.10,437.00,0.05,0.08,0.06,0.06,0.05,0.03,0.07,0.05,0.05,0.09,0.07,0.09,0.09,0.06,0.05,0.04,0.01,0.02,,,,,460,,109,,,,5.4
2343,4959.23,4762.00,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.04,0.03,0.03,"1,073","1,446",215,135,521,"1,015",553,,,,3.6
2344,800.16,733.00,0.08,0.06,0.08,0.03,0.04,0.03,0.07,0.06,0.07,0.07,0.10,0.09,0.08,0.07,0.05,0.02,0.00,0.01,,,,189,,,214,397,,,6.8
2345,806.90,759.69,0.07,0.07,0.06,0.05,0.05,0.05,0.08,0.07,0.04,0.05,0.08,0.10,0.09,0.06,0.05,0.02,0.01,0.01,,341,,,,,428,38,,,4.9
2346,2959.25,2992.00,0.07,0.08,0.05,0.03,0.04,0.05,0.06,0.06,0.03,0.04,0.07,0.10,0.08,0.07,0.08,0.04,0.03,0.02,"1,365",605,244,402,325,,19,,,,2.3
2347,2145.42,2007.14,0.07,0.06,0.04,0.02,0.04,0.04,0.05,0.05,0.04,0.04,0.07,0.10,0.08,0.08,0.10,0.06,0.05,0.03,"1,151",,76,709,112,,98,,,,2.5
2350,27519.01,24504.00,0.07,0.07,0.06,0.08,0.09,0.06,0.05,0.06,0.06,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.02,"2,267","3,390","3,382","3,724","2,812","2,822","2,646","1,422","4,088",965,5.1
2351,830.99,859.00,0.01,0.00,0.00,0.44,0.48,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.00,0.01,0.00,0.00,,,,,,,,,,,
2352,2773.78,2660.00,0.08,0.09,0.06,0.03,0.05,0.05,0.07,0.07,0.04,0.04,0.08,0.09,0.08,0.06,0.05,0.03,0.02,0.02,415,441,716,575,193,,236,198,,,3.6
2353,1258.54,1088.00,0.07,0.06,0.05,0.04,0.06,0.05,0.06,0.05,0.06,0.05,0.08,0.10,0.08,0.07,0.07,0.03,0.02,0.03,109,,384,766,,,,,,,3.4
2354,3707.79,3524.69,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,199,"1,094",300,,566,307,846,398,,,4.6
2355,787.97,664.00,0.07,0.06,0.05,0.04,0.05,0.03,0.05,0.06,0.04,0.05,0.10,0.13,0.07,0.07,0.07,0.04,0.01,0.01,,220,,568,,,,,,,3.4
2356,238.22,128.24,0.07,0.07,0.09,0.09,0.08,0.02,0.04,0.00,0.04,0.05,0.08,0.08,0.06,0.08,0.07,0.06,0.03,0.01,238,,,,,,,,,,1.0
2357,4516.65,4223.34,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.10,0.06,0.05,0.05,0.04,0.03,"1,433",858,,544,"1,200",239,87,156,,,3.2
2358,4105.12,3843.00,0.07,0.07,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.08,0.08,0.08,0.06,0.04,0.03,0.03,0.02,,"1,177","1,301",622,208,191,432,173,,,3.7
2359,753.19,705.87,0.07,0.05,0.05,0.06,0.04,0.02,0.04,0.02,0.06,0.03,0.05,0.08,0.08,0.15,0.09,0.04,0.03,0.03,401,,111,60,,180,,,,,2.7
2360,15390.45,14147.00,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.04,0.03,0.03,"4,488","4,012","2,032",565,"1,432","1,372","1,012",476,,,3.1
2361,1022.60,912.00,0.05,0.06,0.07,0.04,0.06,0.01,0.05,0.04,0.05,0.04,0.07,0.09,0.08,0.13,0.08,0.04,0.03,0.03,518,,491,,13,,,,,,2.0
2365,3835.75,3556.00,0.04,0.04,0.14,0.04,0.04,0.07,0.09,0.03,0.07,0.03,0.05,0.06,0.07,0.06,0.04,0.04,0.03,0.05,,"1,838",368,,335,495,799,,,,3.9
2369,1010.52,994.00,0.06,0.07,0.06,0.05,0.06,0.04,0.05,0.02,0.04,0.05,0.07,0.06,0.07,0.13,0.07,0.04,0.04,0.02,514,477,19,,,,,,,,1.5
2370,7460.43,7533.78,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.07,0.07,0.06,0.05,0.03,0.03,"2,716",852,720,"1,827",90,961,296,,,,3.0
2371,1622.62,1188.00,0.05,0.05,0.06,0.05,0.02,0.03,0.05,0.04,0.06,0.05,0.07,0.09,0.10,0.11,0.08,0.04,0.04,0.03,965,,225,233,,100,99,,,,2.4
2372,4894.46,4651.11,0.06,0.06,0.06,0.05,0.04,0.03,0.04,0.05,0.05,0.06,0.06,0.09,0.09,0.09,0.07,0.05,0.04,0.03,"1,332","1,293",909,,807,554,,,,,2.9
2379,490.17,455.00,0.08,0.07,0.08,0.09,0.05,0.02,0.06,0.06,0.06,0.06,0.09,0.07,0.07,0.05,0.03,0.02,0.04,0.02,,,270,,,,220,,,,4.8
2380,10779.87,10030.00,0.07,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.05,0.03,0.03,"2,783","1,441","1,201","1,600",531,"1,119","1,763",342,,,3.7
2381,1384.83,1278.22,0.08,0.07,0.08,0.10,0.07,0.04,0.06,0.05,0.06,0.07,0.06,0.08,0.06,0.06,0.02,0.01,0.03,0.02,541,,244,160,373,66,,,,,3.0
2382,1706.27,1439.03,0.05,0.08,0.09,0.14,0.03,0.09,0.05,0.02,0.06,0.04,0.03,0.05,0.05,0.08,0.05,0.03,0.03,0.03,990,,,,482,133,,101,,,2.9
2386,420.51,311.61,0.12,0.08,0.06,0.03,0.04,0.06,0.07,0.04,0.07,0.05,0.05,0.08,0.06,0.09,0.03,0.05,0.02,0.00,,,,353,,,,68,,,4.6
2387,232.45,218.00,0.07,0.08,0.05,0.04,0.08,0.06,0.07,0.05,0.05,0.08,0.07,0.10,0.07,0.05,0.04,0.03,0.00,0.02,,,,194,,,15,24,,,4.6
2388,2827.60,2801.00,0.07,0.08,0.07,0.09,0.12,0.05,0.04,0.01,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.04,0.03,0.02,715,422,644,,577,119,,352,,,3.5
2390,9057.26,8473.00,0.08,0.08,0.05,0.03,0.03,0.06,0.07,0.09,0.06,0.07,0.08,0.07,0.07,0.05,0.05,0.03,0.02,0.02,722,"2,283","1,733","1,139",940,761,612,849,,,3.9
2395,695.62,708.00,0.05,0.05,0.09,0.05,0.03,0.02,0.06,0.05,0.05,0.07,0.07,0.09,0.11,0.08,0.05,0.05,0.03,0.03,359,,242,,,95,,,,,2.4
2396,890.71,949.00,0.06,0.06,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.07,0.05,0.06,0.10,0.07,0.07,0.05,0.04,0.03,617,,190,,83,,,,,,1.8
2397,440.78,324.00,0.06,0.07,0.08,0.08,0.10,0.07,0.03,0.02,0.06,0.06,0.07,0.08,0.07,0.05,0.05,0.04,0.02,0.02,,,,,333,57,22,29,,,5.4
2398,263.82,263.00,0.05,0.07,0.08,0.05,0.08,0.09,0.06,0.05,0.06,0.06,0.10,0.08,0.04,0.04,0.05,0.02,0.01,0.02,,,,,,264,,,,,6.0
2399,601.18,593.00,0.04,0.05,0.06,0.06,0.10,0.10,0.06,0.04,0.06,0.07,0.10,0.07,0.06,0.04,0.05,0.02,0.02,0.01,227,,,,,207,167,,,,4.4
2400,10819.73,10113.00,0.10,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.07,0.06,0.05,0.04,0.03,0.01,0.02,"3,695",376,"1,131","1,765",612,386,422,"1,976",450,,4.0
2401,367.25,332.00,0.08,0.08,0.06,0.07,0.02,0.05,0.04,0.07,0.08,0.05,0.09,0.08,0.06,0.06,0.04,0.04,0.03,0.01,,,,356,,11,,,,,4.1
2402,1797.23,1671.00,0.06,0.07,0.06,0.05,0.04,0.03,0.04,0.05,0.06,0.08,0.06,0.08,0.07,0.08,0.06,0.06,0.04,0.03,484,815,,,253,,,245,,,3.0
2403,700.01,689.20,0.05,0.07,0.02,0.02,0.02,0.03,0.02,0.08,0.13,0.07,0.06,0.04,0.10,0.06,0.04,0.11,0.07,0.02,268,41,,,108,267,16,,,,3.7
2404,1692.43,1709.00,0.05,0.06,0.05,0.04,0.03,0.02,0.04,0.04,0.05,0.07,0.06,0.08,0.09,0.10,0.08,0.07,0.05,0.05,722,499,45,,,,426,,,,2.9
2405,601.64,549.00,0.04,0.08,0.05,0.05,0.11,0.11,0.07,0.05,0.07,0.04,0.08,0.08,0.07,0.04,0.03,0.02,0.01,0.02,,,,,602,,,,,,5.0
2406,930.86,872.00,0.08,0.09,0.06,0.02,0.06,0.11,0.09,0.05,0.07,0.05,0.09,0.07,0.05,0.04,0.03,0.03,0.02,0.01,,467,,180,11,,273,,,,3.9
2408,392.90,358.18,0.08,0.09,0.09,0.06,0.10,0.11,0.11,0.06,0.03,0.05,0.10,0.10,0.03,0.04,0.02,0.02,0.00,0.01,,,,,29,271,,93,,,6.4
2409,1159.16,1167.16,0.07,0.09,0.09,0.07,0.08,0.11,0.08,0.04,0.05,0.06,0.08,0.06,0.04,0.03,0.03,0.01,0.01,0.01,808,,,,,55,296,,,,2.8
2410,290.05,230.00,0.04,0.06,0.06,0.03,0.08,0.00,0.03,0.04,0.05,0.06,0.09,0.07,0.12,0.15,0.05,0.03,0.02,0.02,,,259,,31,,,,,,3.2
2411,150.12,105.59,0.08,0.09,0.08,0.07,0.14,0.15,0.13,0.06,0.00,0.04,0.12,0.10,0.01,0.03,0.02,0.00,0.00,0.01,,,,,,148,,2,,,6.0
2415,369.41,340.00,0.04,0.12,0.06,0.04,0.02,0.05,0.04,0.02,0.07,0.07,0.12,0.10,0.04,0.08,0.05,0.02,0.02,0.03,,,298,,71,,,,,,3.4
2420,4169.08,3888.88,0.05,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.06,0.08,0.08,0.08,0.07,0.06,0.04,0.03,0.03,264,"1,452",548,461,659,785,,,,,3.5
2421,1757.43,1544.00,0.06,0.07,0.07,0.07,0.04,0.04,0.05,0.05,0.07,0.08,0.08,0.10,0.08,0.07,0.04,0.03,0.01,0.01,,,,,385,,851,483,39,,6.9
2422,5544.34,5171.78,0.04,0.08,0.13,0.04,0.02,0.05,0.04,0.03,0.04,0.10,0.07,0.06,0.08,0.07,0.06,0.03,0.02,0.04,"1,352","1,364",,927,"1,018",853,,,,,3.2
2423,3269.36,3015.00,0.04,0.12,0.06,0.05,0.03,0.03,0.04,0.02,0.07,0.08,0.11,0.08,0.06,0.07,0.04,0.04,0.03,0.04,,"2,348",399,523,,,,,,,2.4
2424,537.93,466.00,0.06,0.04,0.05,0.06,0.04,0.02,0.07,0.06,0.06,0.09,0.11,0.07,0.08,0.10,0.06,0.01,0.00,0.00,,534,,,4,,,,,,2.0
2425,1889.44,1782.00,0.05,0.11,0.07,0.05,0.01,0.04,0.06,0.03,0.06,0.07,0.13,0.07,0.04,0.07,0.05,0.03,0.02,0.03,,"1,190",,422,278,,,,,,2.9
2426,673.17,638.00,0.07,0.04,0.04,0.06,0.07,0.03,0.06,0.05,0.03,0.08,0.09,0.06,0.09,0.09,0.08,0.01,0.01,0.04,324,,349,,,,,,,,2.0
2427,2994.13,2468.00,0.04,0.01,0.01,0.04,0.05,0.02,0.05,0.04,0.03,0.06,0.05,0.08,0.13,0.15,0.12,0.06,0.03,0.03,"2,053",,,941,,,,,,,1.9
2428,24669.95,22682.56,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.05,0.07,0.09,0.10,0.09,0.07,0.08,0.05,0.06,"7,493","6,059","3,164","2,779","2,650","1,780",696,,,,2.8
2429,10076.89,9477.00,0.05,0.03,0.05,0.09,0.08,0.03,0.03,0.09,0.06,0.06,0.08,0.09,0.07,0.07,0.06,0.03,0.02,0.03,"2,933","2,041","2,163","1,987",826,126,,,,,2.6
2430,35062.97,32485.77,0.06,0.06,0.06,0.06,0.04,0.05,0.04,0.05,0.07,0.05,0.06,0.08,0.08,0.07,0.07,0.05,0.04,0.03,"9,709","5,373","5,793","6,360","4,012","1,757","1,464",584,,,3.1
2431,5363.50,4947.00,0.05,0.05,0.05,0.03,0.05,0.02,0.05,0.04,0.02,0.03,0.05,0.10,0.12,0.13,0.11,0.05,0.03,0.03,669,"2,341","1,172",132,428,620,,,,,2.8
2439,2778.81,2506.62,0.05,0.07,0.08,0.07,0.04,0.03,0.04,0.05,0.05,0.08,0.06,0.09,0.11,0.07,0.06,0.02,0.02,0.02,,879,753,512,354,281,,,,,3.4
2440,23050.37,21395.00,0.06,0.07,0.07,0.07,0.04,0.05,0.05,0.05,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.04,0.02,0.03,"9,986","6,409","3,030","1,641",639,354,,348,,,2.0
2441,4376.23,4087.00,0.07,0.05,0.08,0.06,0.05,0.07,0.04,0.06,0.06,0.07,0.09,0.10,0.07,0.05,0.03,0.02,0.02,0.01,491,"1,427",960,"1,086",413,,,,,,2.9
2443,9726.80,8774.00,0.04,0.04,0.05,0.05,0.03,0.03,0.04,0.04,0.03,0.06,0.05,0.08,0.11,0.10,0.10,0.06,0.05,0.06,"2,681","4,725",624,"1,041",395,247,,,,,2.2
2444,47569.56,42687.40,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.04,"8,161","5,387","6,508","4,385","4,929","7,823","3,866","5,092",586,772,4.4
2445,6594.74,6051.14,0.05,0.07,0.09,0.08,0.03,0.03,0.05,0.05,0.06,0.08,0.06,0.08,0.10,0.07,0.06,0.02,0.02,0.02,,317,"1,000","1,216",432,"1,794","1,817",,,,5.2
2446,13766.27,12330.00,0.06,0.06,0.09,0.09,0.04,0.05,0.03,0.04,0.07,0.07,0.07,0.06,0.04,0.08,0.06,0.03,0.02,0.03,"3,596","1,636","1,773","1,716","1,110","1,588","1,809",496,,,3.7
2447,7481.82,6948.00,0.04,0.06,0.07,0.04,0.03,0.03,0.05,0.07,0.06,0.04,0.05,0.09,0.08,0.09,0.07,0.05,0.06,0.04,"1,686","1,842","1,498","2,103",353,,,,,,2.7
2448,9562.91,8741.00,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.08,0.07,0.07,0.08,0.09,0.08,0.06,0.03,0.05,"4,453","1,973",449,"2,046",310,328,,,,,2.2
2449,2346.10,2228.00,0.04,0.05,0.06,0.09,0.05,0.05,0.02,0.01,0.05,0.05,0.11,0.15,0.13,0.08,0.04,0.04,0.00,0.00,"1,034",977,122,104,,,,,,,1.6
2450,45548.10,40678.10,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.03,"7,626","5,266","3,186","7,749","5,685","6,640","4,643","3,566","1,046",,4.3
2452,16361.05,14963.58,0.06,0.06,0.06,0.07,0.05,0.05,0.04,0.08,0.06,0.07,0.07,0.09,0.06,0.07,0.05,0.03,0.03,0.02,"1,667","3,173","5,705","3,266","1,314",790,360,,,,3.2
2453,3047.04,2830.00,0.06,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.06,0.05,0.08,0.09,0.11,0.09,0.06,0.05,0.02,0.02,625,198,778,766,680,,,,,,3.2
2454,7818.00,7330.88,0.07,0.07,0.08,0.06,0.02,0.03,0.06,0.06,0.07,0.06,0.08,0.09,0.07,0.06,0.05,0.05,0.02,0.02,392,888,"2,413","1,189","2,543",393,,,,,3.7
2455,3080.04,2981.48,0.03,0.06,0.07,0.07,0.06,0.05,0.02,0.03,0.04,0.10,0.06,0.08,0.11,0.07,0.06,0.02,0.04,0.03,854,"1,185",,290,751,,,,,,2.6
2456,14878.02,13586.36,0.06,0.05,0.06,0.06,0.04,0.06,0.05,0.04,0.05,0.06,0.08,0.09,0.12,0.07,0.04,0.03,0.02,0.03,"2,039","2,457","4,620","2,309","1,561","1,009",405,477,,,3.4
2460,30799.72,28702.09,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.03,0.03,"8,677","10,222","4,082","3,320","2,238","1,775",209,,,,2.5
2462,2795.79,2579.00,0.05,0.05,0.05,0.05,0.03,0.05,0.02,0.04,0.06,0.06,0.07,0.09,0.12,0.10,0.07,0.04,0.03,0.03,660,"1,599",536,,,,,,,,2.0
2463,7601.67,7025.14,0.06,0.06,0.08,0.06,0.02,0.03,0.03,0.05,0.06,0.05,0.07,0.09,0.10,0.08,0.07,0.04,0.03,0.03,"1,715","1,913","1,288","1,063","1,616",,,,,,2.9
2464,7176.56,6735.00,0.05,0.05,0.06,0.06,0.02,0.04,0.03,0.04,0.05,0.04,0.06,0.09,0.10,0.09,0.07,0.05,0.04,0.03,546,"1,802","1,839","2,149",670,111,,,,,3.1
2465,347.27,361.00,0.07,0.05,0.08,0.07,0.03,0.06,0.04,0.06,0.05,0.07,0.07,0.08,0.08,0.08,0.05,0.05,0.00,0.01,,,347,,,,,,,,3.0
2466,1962.94,1712.05,0.05,0.05,0.05,0.05,0.01,0.02,0.02,0.04,0.05,0.03,0.06,0.11,0.11,0.12,0.09,0.06,0.05,0.04,842,"1,110",,12,,,,,,,1.6
2469,4719.20,4181.00,0.06,0.03,0.05,0.07,0.05,0.03,0.03,0.05,0.05,0.09,0.10,0.12,0.09,0.08,0.05,0.03,0.01,0.02,"2,139",818,"1,424",161,75,,,,,,1.9
2470,15843.60,14742.92,0.07,0.10,0.10,0.05,0.05,0.06,0.06,0.05,0.06,0.04,0.06,0.05,0.07,0.06,0.06,0.03,0.03,0.02,"7,745","3,102","1,410","1,504","1,285",361,438,,,,2.3
2471,2626.11,2489.00,0.06,0.02,0.02,0.08,0.08,0.03,0.04,0.06,0.05,0.08,0.10,0.13,0.08,0.08,0.05,0.02,0.02,0.03,554,"1,208",180,387,298,,,,,,2.5
2472,1840.36,1732.00,0.07,0.02,0.02,0.07,0.02,0.05,0.05,0.05,0.07,0.09,0.06,0.09,0.06,0.05,0.05,0.07,0.03,0.06,,"1,260",190,390,,,,,,,2.5
2473,3148.00,2942.00,0.07,0.01,0.01,0.08,0.02,0.04,0.04,0.04,0.05,0.08,0.06,0.08,0.06,0.07,0.05,0.11,0.06,0.09,"1,578",,"1,106",459,,,,,,,2.1
2474,6734.63,6321.67,0.06,0.08,0.07,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.09,0.08,0.07,0.05,0.03,0.04,0.03,"1,161","2,849","1,662",845,218,,,,,,2.4
2475,407.44,380.00,0.04,0.06,0.07,0.07,0.03,0.04,0.03,0.06,0.06,0.07,0.06,0.11,0.07,0.08,0.05,0.04,0.04,0.04,229,,43,136,,,,,,,2.2
2476,990.76,967.00,0.06,0.09,0.08,0.06,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.05,0.04,0.03,0.02,147,323,395,125,,,,,,,2.5
2477,11770.25,11503.12,0.05,0.08,0.06,0.05,0.04,0.03,0.04,0.06,0.07,0.08,0.07,0.08,0.06,0.09,0.05,0.04,0.02,0.04,99,"1,454","2,352","1,147","1,706",381,"2,575","1,960",96,,5.1
2478,29928.85,26518.61,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.06,0.06,0.04,0.04,0.04,"5,477","2,741","3,182","3,477","2,367","3,668","1,821","5,012","1,932",229,4.7
2479,4867.31,4497.00,0.08,0.07,0.08,0.04,0.02,0.05,0.05,0.07,0.11,0.09,0.07,0.07,0.05,0.05,0.04,0.01,0.02,0.04,,,,,"2,410",457,"1,620",381,,,6.0
2480,48227.63,44219.25,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.07,0.06,0.04,0.03,0.02,0.02,"9,604","7,182","6,881","6,783","5,351","6,181","3,653","1,602",980,,3.8
2481,12420.20,10752.21,0.04,0.05,0.05,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.08,0.06,0.05,0.04,0.02,0.02,0.02,,835,"1,466","1,946","2,213","4,010",909,855,186,,5.1
2482,6341.84,5762.67,0.07,0.11,0.07,0.05,0.02,0.02,0.03,0.06,0.07,0.06,0.07,0.10,0.10,0.07,0.05,0.04,0.01,0.01,,"1,302","2,522","1,021","1,497",,,,,,3.4
2483,11193.73,10026.41,0.06,0.04,0.06,0.07,0.03,0.03,0.05,0.06,0.07,0.08,0.10,0.11,0.10,0.07,0.03,0.02,0.01,0.02,485,"1,688","4,316","2,077","1,640",570,370,,,,3.5
2484,19947.66,18012.49,0.05,0.06,0.06,0.06,0.03,0.05,0.06,0.05,0.06,0.06,0.11,0.13,0.08,0.04,0.03,0.02,0.02,0.04,"4,431","5,504","1,486","3,186","3,382","1,110",819,,,,3.1
2485,15432.29,13351.02,0.04,0.04,0.04,0.06,0.08,0.06,0.05,0.04,0.05,0.04,0.05,0.05,0.08,0.08,0.08,0.07,0.06,0.05,"4,865","4,418","1,721","2,157","2,259",12,,,,,2.5
2486,33410.04,30437.91,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.05,0.07,0.08,0.08,0.07,0.05,0.04,"6,449","5,928","3,109","5,627","5,964","2,228","2,209","1,427",459,,3.7
2487,12832.99,11226.31,0.06,0.07,0.08,0.07,0.04,0.05,0.06,0.07,0.08,0.08,0.08,0.07,0.04,0.05,0.04,0.03,0.01,0.02,"1,266","1,880","1,144","1,229","1,387","1,501",280,"2,850",,"1,298",5.2
2488,3460.36,3211.00,0.06,0.07,0.08,0.07,0.04,0.03,0.04,0.07,0.07,0.09,0.10,0.11,0.05,0.06,0.03,0.01,0.02,0.02,,,"2,241",536,684,,,,,,3.5
2489,7366.18,6423.01,0.07,0.08,0.06,0.05,0.02,0.04,0.05,0.07,0.06,0.07,0.06,0.09,0.07,0.09,0.04,0.02,0.03,0.03,,"1,727","1,266",444,991,953,857,"1,126",,,4.7
2490,712.18,687.00,0.06,0.08,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.07,0.08,0.12,0.10,0.04,0.02,0.04,0.01,0.01,,,66,390,,256,,,,,4.6
