postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
6367,424.49,407.00,0.06,0.06,0.05,0.08,0.06,0.07,0.07,0.05,0.02,0.09,0.07,0.07,0.09,0.04,0.05,0.04,0.01,0.03,292,,,,,,133,,,,2.9
6368,90.94,97.00,0.05,0.06,0.07,0.00,0.14,0.05,0.04,0.07,0.07,0.08,0.10,0.13,0.05,0.03,0.00,0.03,0.03,0.00,,,,,,,,91,,,8.0
6369,579.85,647.00,0.08,0.06,0.06,0.03,0.13,0.03,0.04,0.08,0.06,0.04,0.08,0.07,0.05,0.06,0.03,0.05,0.04,0.05,,,410,,,,95,75,,,4.3
6370,465.57,439.00,0.10,0.04,0.04,0.06,0.05,0.07,0.05,0.02,0.04,0.11,0.05,0.07,0.07,0.07,0.06,0.04,0.03,0.02,243,,,,157,,,66,,,3.3
6372,153.28,137.00,0.10,0.04,0.04,0.06,0.05,0.05,0.05,0.02,0.07,0.12,0.07,0.08,0.07,0.08,0.03,0.05,0.02,0.00,,,,,134,,,19,,,5.4
6373,90.85,92.00,0.04,0.06,0.06,0.03,0.11,0.06,0.04,0.12,0.04,0.06,0.10,0.08,0.05,0.00,0.06,0.06,0.03,0.01,,,,,,,,91,,,8.0
6375,948.54,889.00,0.05,0.03,0.01,0.04,0.10,0.04,0.02,0.13,0.04,0.04,0.07,0.07,0.06,0.06,0.09,0.07,0.03,0.04,273,,,382,,,,293,,,4.4
6383,1004.87,1010.00,0.08,0.07,0.15,0.07,0.05,0.04,0.02,0.02,0.05,0.04,0.04,0.07,0.08,0.08,0.05,0.04,0.03,0.02,374,,266,,,364,,,,,3.3
6384,38.37,38.00,0.09,0.07,0.18,0.08,0.04,0.02,0.03,0.04,0.08,0.07,0.05,0.05,0.09,0.05,0.03,0.02,0.01,0.00,,,,,,38,,,,,6.0
6385,61.44,31.00,0.12,0.09,0.07,0.03,0.10,0.02,0.04,0.12,0.05,0.05,0.10,0.07,0.08,0.00,0.03,0.03,0.00,0.00,,,,,,61,,,,,6.0
6386,149.89,84.00,0.12,0.09,0.07,0.03,0.10,0.02,0.04,0.12,0.05,0.05,0.10,0.07,0.08,0.00,0.03,0.03,0.00,0.00,,,,,,150,,,,,6.0
6390,2344.77,2190.00,0.06,0.06,0.04,0.02,0.03,0.11,0.12,0.10,0.09,0.09,0.09,0.06,0.09,0.02,0.01,0.01,0.02,0.02,,,,689,,635,,"1,021",,,6.3
6391,1089.91,925.00,0.09,0.04,0.03,0.03,0.06,0.10,0.12,0.06,0.13,0.03,0.05,0.04,0.04,0.11,0.02,0.04,0.02,0.01,,,379,,,58,652,,,,5.6
6392,588.08,493.00,0.10,0.05,0.04,0.02,0.06,0.08,0.12,0.05,0.14,0.03,0.03,0.04,0.05,0.10,0.04,0.03,0.02,0.01,,,211,,,,85,292,,,6.1
6393,136.21,128.84,0.07,0.04,0.04,0.02,0.04,0.06,0.12,0.04,0.16,0.06,0.05,0.05,0.05,0.10,0.03,0.04,0.02,0.01,,,,,,,136,,,,7.0
6394,588.80,451.00,0.10,0.07,0.05,0.05,0.08,0.07,0.02,0.07,0.10,0.07,0.11,0.03,0.04,0.06,0.03,0.04,0.01,0.01,,,,,54,,341,194,,,7.1
6395,1889.90,1631.04,0.11,0.08,0.04,0.06,0.09,0.11,0.04,0.04,0.07,0.04,0.09,0.05,0.03,0.03,0.03,0.05,0.03,0.04,,521,669,,,,65,212,423,,4.8
6396,370.60,360.05,0.15,0.06,0.03,0.02,0.08,0.09,0.10,0.09,0.08,0.04,0.09,0.03,0.03,0.03,0.00,0.04,0.02,0.01,,,,,371,,,,,,5.0
6397,161.68,95.00,0.04,0.01,0.02,0.07,0.05,0.09,0.07,0.13,0.07,0.05,0.07,0.10,0.05,0.11,0.05,0.02,0.00,0.03,,,,162,,,,,,,4.0
6398,674.03,569.00,0.04,0.08,0.05,0.01,0.04,0.06,0.05,0.03,0.08,0.03,0.05,0.10,0.09,0.10,0.08,0.04,0.03,0.04,,469,7,,198,,,,,,2.9
6401,8118.34,7756.00,0.07,0.06,0.09,0.06,0.04,0.03,0.06,0.06,0.07,0.07,0.11,0.09,0.06,0.05,0.03,0.02,0.01,0.02,"1,587","2,160","1,096",330,706,"1,227",725,,287,,3.6
6403,163.42,144.00,0.06,0.06,0.11,0.05,0.00,0.02,0.08,0.05,0.09,0.07,0.17,0.07,0.09,0.04,0.04,0.02,0.00,0.00,,,,163,,,,,,,4.0
6405,325.58,297.00,0.08,0.07,0.15,0.10,0.06,0.06,0.06,0.03,0.05,0.07,0.04,0.07,0.08,0.05,0.01,0.01,0.02,0.01,,,301,,,,,25,,,3.4
6407,1067.85,1032.00,0.08,0.06,0.15,0.19,0.06,0.05,0.03,0.03,0.04,0.02,0.02,0.03,0.08,0.05,0.04,0.03,0.02,0.02,,,708,,,,,360,,,4.7
6409,401.25,407.00,0.09,0.11,0.17,0.08,0.06,0.03,0.05,0.01,0.07,0.07,0.05,0.03,0.06,0.04,0.02,0.04,0.02,0.01,163,,,,,3,,,235,,5.7
6410,1089.28,1018.00,0.09,0.08,0.15,0.11,0.06,0.04,0.02,0.02,0.04,0.05,0.02,0.02,0.09,0.08,0.05,0.04,0.03,0.02,579,346,,,,165,,,,,2.1
6411,161.47,120.00,0.09,0.08,0.18,0.11,0.05,0.06,0.00,0.01,0.10,0.06,0.03,0.04,0.06,0.07,0.02,0.03,0.00,0.00,,,,,,161,,,,,6.0
6412,48.19,42.00,0.09,0.08,0.18,0.11,0.05,0.06,0.00,0.01,0.10,0.06,0.03,0.04,0.06,0.07,0.02,0.03,0.00,0.00,,,,,,48,,,,,6.0
6413,86.60,46.00,0.10,0.06,0.03,0.04,0.09,0.00,0.09,0.09,0.05,0.05,0.04,0.12,0.12,0.07,0.01,0.02,0.00,0.02,,,,,,,87,,,,7.0
6414,78.38,59.00,0.10,0.06,0.03,0.04,0.09,0.00,0.09,0.09,0.05,0.05,0.04,0.12,0.12,0.07,0.01,0.02,0.00,0.02,,,,,,,78,,,,7.0
6415,2712.02,2933.00,0.08,0.07,0.07,0.05,0.16,0.04,0.05,0.10,0.06,0.04,0.06,0.07,0.05,0.04,0.02,0.03,0.01,0.01,,442,"1,371",,559,65,53,222,,,3.8
6418,966.71,719.00,0.10,0.05,0.08,0.03,0.11,0.04,0.06,0.10,0.04,0.03,0.06,0.10,0.07,0.05,0.03,0.02,0.02,0.02,,549,,,,,,,418,,5.0
6419,108.92,70.00,0.12,0.09,0.07,0.03,0.10,0.02,0.04,0.12,0.05,0.05,0.10,0.07,0.08,0.00,0.03,0.03,0.00,0.00,,,,,,109,,,,,6.0
6420,146.49,119.00,0.11,0.05,0.04,0.03,0.14,0.05,0.05,0.09,0.05,0.08,0.09,0.06,0.05,0.05,0.02,0.02,0.01,0.00,,,,,,,57,89,,,7.6
6421,201.57,174.00,0.08,0.11,0.04,0.02,0.10,0.03,0.05,0.11,0.07,0.04,0.07,0.09,0.07,0.05,0.05,0.03,0.00,0.00,,,,20,,140,,42,,,6.2
6422,71.09,51.00,0.05,0.09,0.02,0.03,0.04,0.09,0.14,0.06,0.05,0.09,0.11,0.07,0.06,0.03,0.02,0.02,0.03,0.01,,,,71,,,,,,,4.0
6423,250.14,225.00,0.05,0.09,0.02,0.03,0.04,0.09,0.14,0.06,0.05,0.09,0.11,0.07,0.06,0.03,0.02,0.02,0.03,0.01,,,,250,,,,,,,4.0
6424,135.52,89.00,0.07,0.11,0.03,0.01,0.08,0.10,0.09,0.05,0.01,0.09,0.14,0.05,0.08,0.04,0.00,0.02,0.02,0.02,,,,,,118,18,,,,6.1
6425,108.62,96.00,0.06,0.11,0.03,0.01,0.08,0.10,0.09,0.05,0.02,0.09,0.13,0.05,0.08,0.04,0.01,0.02,0.02,0.02,,,,,,84,25,,,,6.2
6426,1047.87,1071.00,0.05,0.11,0.04,0.02,0.07,0.10,0.11,0.07,0.07,0.07,0.08,0.05,0.07,0.04,0.01,0.02,0.01,0.02,,,642,,90,11,299,,,,4.3
6427,132.35,173.00,0.00,0.04,0.00,0.00,0.13,0.19,0.14,0.10,0.09,0.12,0.11,0.05,0.03,0.01,0.00,0.00,0.00,0.01,,,,,,,,,,,
6428,104.25,72.00,0.12,0.09,0.07,0.03,0.10,0.02,0.04,0.12,0.05,0.05,0.10,0.07,0.08,0.00,0.03,0.03,0.00,0.00,,,,,,104,,,,,6.0
6429,1198.40,1081.00,0.05,0.09,0.07,0.06,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.06,0.03,0.05,0.04,0.01,0.00,700,430,,69,,,,,,,1.5
6430,25645.45,23083.00,0.10,0.09,0.07,0.07,0.08,0.11,0.09,0.07,0.07,0.09,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.01,950,"1,466",,"3,351","3,248","4,536","3,228","4,984","1,602","2,260",6.2
6431,890.34,819.33,0.05,0.04,0.05,0.05,0.10,0.12,0.08,0.07,0.06,0.12,0.08,0.09,0.05,0.02,0.01,0.02,0.00,0.00,790,,,100,,,,,,,1.3
6432,8606.07,7729.00,0.09,0.08,0.07,0.07,0.08,0.06,0.06,0.09,0.07,0.10,0.08,0.05,0.04,0.01,0.01,0.02,0.04,0.00,459,519,"4,187","1,306","1,188",885,,,,,3.5
6434,261.26,252.00,0.06,0.06,0.06,0.05,0.08,0.12,0.09,0.08,0.08,0.09,0.09,0.05,0.02,0.03,0.02,0.02,0.00,0.00,156,,,105,,,,,,,2.2
6436,296.86,129.00,0.04,0.03,0.06,0.01,0.05,0.06,0.07,0.06,0.03,0.15,0.14,0.17,0.07,0.06,0.00,0.03,0.00,0.00,297,,,,,,,,,,1.0
6437,1306.28,1198.00,0.07,0.04,0.01,0.00,0.10,0.18,0.12,0.09,0.09,0.13,0.08,0.07,0.03,0.00,0.00,0.00,0.00,0.00,,,,,,,761,,,,4.1
6438,1502.28,1308.00,0.03,0.01,0.03,0.03,0.12,0.16,0.10,0.08,0.08,0.14,0.08,0.08,0.04,0.00,0.01,0.00,0.01,0.00,,919,,,,,,,,,1.2
6440,1389.54,1223.25,0.03,0.02,0.03,0.02,0.11,0.11,0.08,0.10,0.09,0.13,0.09,0.09,0.06,0.02,0.01,0.01,0.00,0.00,317,472,,,,,,,,,0.9
6442,2862.84,2673.00,0.08,0.10,0.08,0.06,0.07,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.02,0.02,0.03,0.03,0.00,0.00,,413,450,"1,443",515,,,,,,3.7
6443,1530.95,1352.00,0.05,0.08,0.03,0.01,0.07,0.10,0.08,0.07,0.09,0.08,0.09,0.06,0.04,0.05,0.05,0.03,0.01,0.01,481,358,,692,,,,,,,2.6
6445,335.69,169.00,0.10,0.13,0.01,0.00,0.05,0.04,0.10,0.08,0.08,0.07,0.09,0.00,0.09,0.10,0.04,0.03,0.01,0.00,,,,,,,336,,,,7.0
6446,211.64,119.00,0.07,0.13,0.09,0.06,0.03,0.06,0.07,0.08,0.09,0.04,0.08,0.04,0.06,0.02,0.05,0.03,0.01,0.01,,,,,,,,212,,,8.0
6447,314.20,246.00,0.07,0.13,0.09,0.05,0.03,0.06,0.07,0.08,0.09,0.04,0.07,0.04,0.06,0.02,0.04,0.03,0.01,0.01,,,,,,,,267,47,,8.1
6448,543.78,447.00,0.05,0.08,0.04,0.15,0.05,0.06,0.04,0.07,0.05,0.05,0.08,0.05,0.10,0.04,0.03,0.05,0.01,0.01,,,,,544,,,,,,5.0
6450,13655.13,12623.30,0.07,0.07,0.09,0.05,0.04,0.05,0.07,0.07,0.07,0.07,0.09,0.07,0.04,0.04,0.07,0.03,0.01,0.02,"2,041",675,"1,059","1,862","1,382","2,598","2,466","1,025",541,,4.9
6452,1.16,0.00,0.09,0.12,0.07,0.00,0.03,0.08,0.10,0.12,0.10,0.05,0.06,0.05,0.07,0.02,0.03,0.03,0.01,0.00,,,,,,,,,1,,9.0
6460,777.28,762.00,0.09,0.07,0.05,0.03,0.04,0.04,0.06,0.25,0.07,0.01,0.03,0.03,0.06,0.05,0.04,0.04,0.04,0.03,,548,,,,,229,,,,3.5
6461,560.65,515.00,0.07,0.07,0.04,0.01,0.04,0.05,0.09,0.24,0.08,0.01,0.00,0.05,0.07,0.04,0.02,0.04,0.03,0.05,,,404,,,,156,,,,4.1
6462,142.44,129.00,0.06,0.09,0.05,0.01,0.02,0.06,0.08,0.28,0.08,0.03,0.01,0.04,0.08,0.02,0.01,0.05,0.02,0.03,,,,,,,142,,,,7.0
6463,27.22,27.00,0.05,0.07,0.05,0.04,0.08,0.00,0.07,0.23,0.10,0.04,0.02,0.03,0.00,0.04,0.04,0.04,0.04,0.07,,,,,,,27,,,,7.0
6465,56.41,45.00,0.06,0.09,0.05,0.01,0.02,0.06,0.08,0.28,0.08,0.03,0.01,0.04,0.08,0.02,0.01,0.05,0.02,0.03,,,,,,,56,,,,7.0
6466,102.70,79.00,0.07,0.05,0.04,0.00,0.05,0.08,0.05,0.24,0.09,0.07,0.03,0.05,0.04,0.02,0.04,0.05,0.02,0.01,,,,,,,,103,,,8.0
6467,28.55,27.00,0.07,0.05,0.04,0.00,0.05,0.08,0.05,0.24,0.09,0.07,0.03,0.05,0.04,0.02,0.04,0.05,0.02,0.01,,,,,,,,29,,,8.0
6468,285.21,232.00,0.12,0.05,0.02,0.03,0.09,0.15,0.09,0.12,0.06,0.07,0.07,0.04,0.03,0.00,0.02,0.01,0.01,0.03,,,,,,273,,13,,,6.1
6470,23.02,24.00,0.11,0.09,0.05,0.00,0.05,0.06,0.10,0.21,0.06,0.00,0.09,0.00,0.04,0.05,0.00,0.07,0.02,0.01,,,,,,,23,,,,7.0
6472,154.04,168.00,0.05,0.13,0.05,0.00,0.02,0.11,0.13,0.07,0.08,0.10,0.08,0.04,0.08,0.03,0.00,0.00,0.03,0.01,,,,,,,154,,,,7.0
6473,35.52,35.00,0.06,0.12,0.04,0.03,0.04,0.08,0.12,0.07,0.06,0.10,0.09,0.06,0.07,0.04,0.00,0.02,0.02,0.01,,,,,,,19,17,,,7.5
6475,447.15,416.00,0.09,0.08,0.04,0.00,0.06,0.03,0.08,0.22,0.08,0.00,0.05,0.04,0.05,0.06,0.04,0.05,0.03,0.01,,278,,,,,169,,,,3.9
6476,50.13,56.00,0.05,0.11,0.05,0.01,0.08,0.10,0.07,0.08,0.04,0.10,0.12,0.05,0.06,0.04,0.00,0.03,0.01,0.02,,,,,,50,,,,,6.0
6477,210.94,250.00,0.05,0.11,0.05,0.01,0.08,0.10,0.07,0.08,0.04,0.10,0.12,0.05,0.06,0.04,0.00,0.03,0.01,0.02,,,,,,211,,,,,6.0
6479,480.51,490.87,0.06,0.10,0.03,0.06,0.06,0.07,0.09,0.06,0.05,0.08,0.09,0.05,0.06,0.06,0.02,0.03,0.02,0.01,,,232,,,,,249,,,5.6
6480,66.62,42.00,0.07,0.13,0.04,0.02,0.10,0.00,0.03,0.13,0.09,0.02,0.07,0.09,0.07,0.05,0.06,0.03,0.00,0.00,,,,,,67,,,,,6.0
6484,272.07,198.00,0.00,0.04,0.00,0.00,0.13,0.19,0.14,0.10,0.09,0.12,0.11,0.05,0.03,0.01,0.00,0.00,0.00,0.01,,,,,,,,,,,
6485,628.10,506.00,0.03,0.07,0.04,0.01,0.08,0.02,0.06,0.23,0.08,0.01,0.02,0.03,0.06,0.07,0.06,0.04,0.04,0.05,435,,,,,,194,,,,2.8
6487,62.41,73.00,0.04,0.10,0.03,0.05,0.02,0.05,0.11,0.05,0.04,0.08,0.10,0.05,0.07,0.08,0.05,0.03,0.01,0.05,,,62,,,,,,,,3.0
6488,237.14,198.00,0.04,0.10,0.03,0.05,0.02,0.05,0.11,0.05,0.04,0.08,0.10,0.05,0.07,0.08,0.05,0.03,0.01,0.05,,,237,,,,,,,,3.0
6489,126.67,86.00,0.04,0.10,0.03,0.05,0.02,0.05,0.11,0.05,0.04,0.08,0.10,0.05,0.07,0.08,0.05,0.03,0.01,0.05,,,127,,,,,,,,3.0
6490,278.74,237.13,0.03,0.09,0.08,0.05,0.02,0.06,0.08,0.08,0.02,0.10,0.11,0.11,0.04,0.02,0.00,0.06,0.04,0.02,,,,279,,,,,,,4.0
6501,883.88,847.00,0.07,0.03,0.07,0.06,0.11,0.04,0.03,0.09,0.05,0.17,0.12,0.06,0.04,0.01,0.02,0.02,0.01,0.02,,,,,266,424,194,,,,5.9
6502,1123.31,1088.00,0.02,0.02,0.10,0.08,0.10,0.05,0.01,0.05,0.04,0.15,0.12,0.05,0.06,0.05,0.05,0.04,0.01,0.02,,,,599,493,,32,,,,4.5
6503,2053.40,2025.00,0.07,0.07,0.05,0.04,0.05,0.07,0.04,0.03,0.06,0.08,0.07,0.07,0.09,0.09,0.07,0.02,0.03,0.01,,,,819,680,555,,,,,4.9
6504,158.39,148.00,0.05,0.02,0.06,0.08,0.08,0.05,0.02,0.06,0.02,0.20,0.13,0.09,0.03,0.04,0.04,0.03,0.01,0.01,,,,,,,158,,,,7.0
6505,139.17,124.00,0.05,0.02,0.06,0.08,0.08,0.05,0.02,0.06,0.02,0.20,0.13,0.09,0.03,0.04,0.04,0.03,0.01,0.01,,,,,,,139,,,,7.0
6506,67.44,44.00,0.08,0.05,0.03,0.00,0.08,0.13,0.10,0.10,0.09,0.05,0.09,0.04,0.06,0.04,0.02,0.03,0.00,0.02,,,,,,,67,,,,7.0
6507,615.85,666.00,0.05,0.06,0.04,0.02,0.06,0.10,0.07,0.05,0.04,0.06,0.09,0.09,0.09,0.09,0.06,0.02,0.03,0.00,,,,,251,,365,,,,6.2
6509,189.15,176.00,0.08,0.05,0.03,0.00,0.08,0.13,0.10,0.10,0.09,0.05,0.09,0.04,0.06,0.04,0.02,0.03,0.00,0.02,,,,,,,189,,,,7.0
6510,2204.59,2010.00,0.08,0.06,0.05,0.06,0.08,0.13,0.07,0.10,0.06,0.03,0.06,0.06,0.04,0.03,0.03,0.03,0.02,0.03,,652,"1,166",,,,241,145,,,3.5
6511,582.87,457.03,0.05,0.06,0.02,0.01,0.03,0.07,0.03,0.03,0.05,0.06,0.05,0.11,0.13,0.13,0.08,0.06,0.04,0.01,,,583,,,,,,,,3.0
6512,103.63,101.00,0.11,0.07,0.04,0.04,0.05,0.07,0.08,0.14,0.08,0.04,0.07,0.06,0.02,0.05,0.02,0.04,0.02,0.01,,,,,,104,,,,,6.0
6513,258.39,233.00,0.12,0.07,0.05,0.06,0.04,0.10,0.08,0.14,0.06,0.03,0.05,0.03,0.07,0.03,0.01,0.03,0.03,0.01,,,,,,220,,,39,,6.5
6514,609.11,617.04,0.03,0.02,0.03,0.06,0.03,0.12,0.06,0.06,0.04,0.03,0.07,0.12,0.15,0.11,0.04,0.04,0.02,0.00,,348,262,,,,,,,,2.4
6515,329.00,348.00,0.03,0.05,0.05,0.03,0.05,0.12,0.07,0.05,0.08,0.06,0.07,0.08,0.08,0.09,0.04,0.04,0.01,0.02,,158,,,,,,,171,,5.6
6516,1743.09,1534.00,0.08,0.07,0.04,0.02,0.04,0.08,0.06,0.06,0.04,0.06,0.06,0.08,0.09,0.09,0.08,0.03,0.04,0.01,,336,,530,473,,376,28,,,4.6
6517,475.42,389.00,0.07,0.03,0.03,0.06,0.05,0.13,0.08,0.03,0.04,0.04,0.09,0.12,0.11,0.06,0.01,0.01,0.01,0.02,,,,289,,,,186,,,5.6
6518,338.20,228.00,0.06,0.05,0.04,0.03,0.06,0.12,0.09,0.04,0.04,0.07,0.07,0.11,0.11,0.09,0.02,0.01,0.00,0.01,,113,,,,,,159,65,,6.2
6519,752.54,618.00,0.09,0.05,0.03,0.05,0.05,0.15,0.07,0.05,0.04,0.05,0.03,0.11,0.11,0.07,0.00,0.01,0.02,0.02,,403,,,,,,350,,,4.8
6521,342.32,369.00,0.03,0.07,0.05,0.03,0.04,0.05,0.04,0.03,0.05,0.10,0.10,0.09,0.11,0.11,0.06,0.03,0.02,0.00,,,,,52,,,290,,,7.5
6522,473.77,478.00,0.07,0.05,0.05,0.04,0.04,0.14,0.05,0.09,0.04,0.05,0.03,0.12,0.10,0.06,0.01,0.02,0.02,0.01,,247,,,,,,,227,,5.3
6525,3800.28,3576.00,0.06,0.06,0.06,0.06,0.03,0.03,0.04,0.05,0.10,0.04,0.04,0.07,0.14,0.06,0.07,0.04,0.03,0.02,,"1,001",343,"1,412",,419,623,,,,4.1
6528,406.36,419.00,0.03,0.04,0.06,0.06,0.07,0.05,0.06,0.02,0.08,0.14,0.10,0.05,0.05,0.07,0.08,0.02,0.01,0.02,,,,,406,,,,,,5.0
6530,34214.99,31973.91,0.08,0.09,0.08,0.07,0.04,0.06,0.07,0.08,0.08,0.08,0.06,0.06,0.04,0.04,0.04,0.02,0.02,0.02,"7,116","4,305","2,202","3,150","2,936","2,915","4,676","5,464","1,388",,4.6
6532,6314.99,5399.76,0.06,0.07,0.06,0.06,0.04,0.05,0.08,0.07,0.09,0.11,0.06,0.07,0.05,0.07,0.04,0.01,0.01,0.01,,,631,304,663,"1,300","2,008",226,"1,183",,6.5
6535,1626.05,1519.00,0.03,0.03,0.06,0.06,0.04,0.05,0.06,0.02,0.04,0.10,0.08,0.07,0.07,0.11,0.10,0.03,0.02,0.03,649,187,,244,192,353,,,,,3.1
6536,1760.57,1468.00,0.05,0.04,0.06,0.06,0.05,0.04,0.05,0.05,0.06,0.11,0.07,0.07,0.08,0.10,0.08,0.01,0.02,0.02,,738,509,324,,,157,,32,,3.2
6537,641.89,842.00,0.06,0.03,0.02,0.00,0.07,0.06,0.10,0.06,0.06,0.06,0.06,0.11,0.06,0.12,0.05,0.04,0.03,0.02,,235,,245,,162,,,,,3.8
6556,2180.83,1857.00,0.05,0.05,0.05,0.05,0.06,0.03,0.00,0.01,0.04,0.08,0.07,0.12,0.10,0.07,0.09,0.07,0.01,0.05,,,,416,498,74,717,473,,,6.1
6558,2388.71,2129.00,0.02,0.02,0.02,0.02,0.12,0.11,0.08,0.07,0.06,0.04,0.04,0.09,0.08,0.05,0.09,0.06,0.01,0.04,,,,,605,,,,215,,2.1
6560,1472.76,1284.00,0.06,0.06,0.11,0.07,0.04,0.01,0.06,0.06,0.09,0.10,0.12,0.08,0.05,0.05,0.04,0.01,0.00,0.00,714,,,451,308,,,,,,2.8
6562,1295.48,1147.00,0.06,0.07,0.08,0.03,0.02,0.00,0.06,0.06,0.09,0.07,0.11,0.12,0.10,0.08,0.03,0.01,0.01,0.00,,,415,,504,377,,,,,4.7
6564,413.93,375.00,0.04,0.05,0.08,0.05,0.02,0.02,0.03,0.04,0.06,0.09,0.15,0.13,0.09,0.07,0.05,0.03,0.01,0.00,,,,352,,62,,,,,4.3
6566,3501.49,3175.15,0.03,0.06,0.07,0.03,0.04,0.04,0.07,0.05,0.02,0.04,0.09,0.08,0.18,0.15,0.03,0.02,0.01,0.01,266,,"1,160",731,686,530,129,,,,4.1
6567,447.60,441.00,0.05,0.06,0.06,0.02,0.03,0.03,0.06,0.06,0.05,0.03,0.09,0.07,0.19,0.16,0.02,0.01,0.01,0.01,,,,,448,,,,,,5.0
6568,252.83,219.00,0.09,0.10,0.04,0.04,0.06,0.10,0.08,0.09,0.09,0.04,0.05,0.06,0.06,0.04,0.01,0.03,0.02,0.02,,,,206,47,,,,,,4.2
6569,277.88,282.00,0.09,0.07,0.04,0.02,0.07,0.13,0.08,0.10,0.06,0.05,0.07,0.04,0.05,0.04,0.04,0.03,0.02,0.02,,,,66,212,,,,,,4.8
6571,90.08,86.00,0.08,0.06,0.04,0.01,0.07,0.14,0.08,0.11,0.05,0.04,0.08,0.04,0.05,0.04,0.05,0.03,0.01,0.03,,,,,90,,,,,,5.0
6572,51.18,53.00,0.08,0.05,0.03,0.00,0.08,0.13,0.10,0.10,0.09,0.05,0.09,0.04,0.06,0.04,0.02,0.03,0.00,0.02,,,,,,,51,,,,7.0
6574,86.13,83.00,0.11,0.06,0.04,0.02,0.05,0.10,0.06,0.10,0.09,0.08,0.06,0.08,0.02,0.04,0.05,0.02,0.02,0.01,,,,,,,,86,,,8.0
6575,160.13,137.00,0.11,0.07,0.04,0.04,0.05,0.07,0.08,0.14,0.08,0.04,0.07,0.06,0.02,0.05,0.02,0.04,0.02,0.01,,,,,,160,,,,,6.0
6603,1252.91,1204.00,0.10,0.09,0.04,0.02,0.04,0.05,0.09,0.25,0.08,0.02,0.03,0.04,0.04,0.03,0.01,0.02,0.03,0.03,,812,,,,,441,,,,3.8
6605,40.71,36.00,0.07,0.05,0.04,0.00,0.05,0.08,0.05,0.24,0.09,0.07,0.03,0.05,0.04,0.02,0.04,0.05,0.02,0.01,,,,,,,,41,,,8.0
6606,191.91,172.00,0.07,0.05,0.04,0.00,0.05,0.08,0.05,0.24,0.09,0.07,0.03,0.05,0.04,0.02,0.04,0.05,0.02,0.01,,,,,,,,192,,,8.0
6608,153.24,150.00,0.08,0.04,0.02,0.02,0.06,0.13,0.07,0.09,0.05,0.06,0.11,0.06,0.05,0.03,0.02,0.06,0.01,0.02,,,,,,,,153,,,8.0
6609,726.21,674.00,0.07,0.05,0.02,0.04,0.12,0.14,0.07,0.09,0.05,0.04,0.08,0.05,0.03,0.02,0.02,0.04,0.03,0.03,,225,,,,396,,105,,,5.1
6612,302.75,366.00,0.05,0.04,0.03,0.01,0.10,0.11,0.11,0.10,0.09,0.08,0.09,0.07,0.06,0.01,0.02,0.02,0.01,0.00,,,168,,,133,,1,,,4.3
6613,64.58,66.00,0.08,0.09,0.04,0.02,0.04,0.08,0.10,0.11,0.08,0.04,0.07,0.08,0.09,0.02,0.01,0.03,0.02,0.01,,,,,,65,,,,,6.0
6614,28.01,27.00,0.01,0.00,0.02,0.05,0.06,0.21,0.12,0.07,0.08,0.07,0.06,0.11,0.08,0.04,0.00,0.00,0.01,0.01,,,,,,28,,,,,6.0
6616,97.19,55.42,0.01,0.00,0.02,0.05,0.06,0.21,0.12,0.07,0.08,0.07,0.06,0.11,0.08,0.04,0.00,0.00,0.01,0.01,,,,,,97,,,,,6.0
6620,715.36,740.22,0.03,0.01,0.03,0.05,0.05,0.20,0.10,0.07,0.08,0.06,0.06,0.11,0.08,0.05,0.00,0.01,0.01,0.01,,,196,,,519,,,,,5.2
6623,805.16,840.00,0.04,0.05,0.08,0.13,0.04,0.14,0.06,0.05,0.06,0.05,0.04,0.07,0.08,0.07,0.01,0.01,0.02,0.02,233,,,387,,58,,128,,,3.9
6625,73.94,79.00,0.07,0.05,0.05,0.07,0.02,0.16,0.04,0.06,0.05,0.02,0.06,0.08,0.10,0.09,0.03,0.03,0.00,0.02,,,,,,,,74,,,8.0
6627,53.57,47.00,0.07,0.05,0.05,0.07,0.02,0.16,0.04,0.06,0.05,0.02,0.06,0.08,0.10,0.09,0.03,0.03,0.00,0.02,,,,,,,,54,,,8.0
6628,17.00,16.00,0.09,0.05,0.11,0.01,0.04,0.12,0.14,0.07,0.05,0.09,0.06,0.01,0.01,0.10,0.06,0.00,0.00,0.01,,,,,,,,17,,,8.0
6630,629.31,672.00,0.06,0.06,0.05,0.04,0.07,0.08,0.09,0.04,0.07,0.10,0.08,0.05,0.04,0.07,0.07,0.01,0.02,0.01,341,54,,137,,,,98,,,2.8
